chunk_id,text,source_type,source_id,chunk_index,title,section,page,url,domain,lang,parent_id,is_parent,token_count,overlap_tokens,meta
3a891b3525cc56b7,"The time difference between sunrise and sunset is 12 hours 9 minutes. To calculate
    the length of each part, we divide these 12 hours 9 minutes by 15, which gives us a time of 48 minutes per part. For Kolkata, West Bengal, India, the eighth part of the day, or the Abhijit Muhurat, occurs from 11:05:05 AM to 11:53:41 AM. In this way, you can calculate the Abhijit Muhurat for any city, based on the local sunrise and sunset times. Leave a Comment
Your email address will not be published. Required fields are marked",web,https://appliedjyotish.com/abhijit-muhurat,1,"Abhijit Muhurat Time Today for Kolkata, West Bengal, India",,,https://appliedjyotish.com/abhijit-muhurat,appliedjyotish.com,,,False,137,82,"{""block_type"": ""web""}"
386a9057de96fd65,"AppliedJyotish - Best Indian Astrology website - Free Astrology tools and Resources
        Welcome to AppliedJyotish. This website has been created to make all kinds of Indian astrology resources available to everyone for free online. On this website, you will find various astrology resources, such as Kundali making software, pre-marriage match making, daily updated panchang, different types of calendars according to local time and culture, numerous astrological calculators, articles and courses on astrology. Through AppliedJyotish.com, you can learn about Indian astrology from any part of the world in depth and develop yourself as a professional astrologer by practicing this science. The founder of AppliedJyotish is Shri Apurba Das and the co-founder is Shri Shouvik Das. Both of them have been doing relentless research on this science for the last 15 years. They are also the founders of one of the best Vastu Shastra Consultancies in India, like AppliedVastu. This is their initiative to bring Indian astrology, along with Vastu Shastra, to every level of society. They are striving to fulfill this goal through AppliedJyotish.com. Why AppliedJyotish? There is no shortage of interest in astrology in India and the world. Although there are several websites today, they are not user-friendly, or the information related to Indian astrology is not presented in an easy-to-understand manner. AppliedJyotish is one such website that has come up with a simple and transparent interface that is completely free for everyone. This platform will especially help every person interested in astrology. The free astrology calculators provided here will perform astrological calculations accurately through a creative and user-friendly interface. Many people use paid software for such Astrological calculations, but our tools are completely free online. You can use them without any cost. This website is very useful for those who are interested in using, learning and practicing astrology. That is why use AppliedJyotish and make Indian astrology reach every corner of the world. Through this initiative, our goal is to make astrology more accessible and understandable. AppliedJyotish Free Astrological resources & tools
                    The AppliedJyotish website has been specially designed to cater to the needs of both laypeople, those who are completely new to astrology, and those who practice this science at a professional level. The tools, resources, and articles available on this website are provided completely free of cost. You can easily browse and use these resources through Google search. AppliedJyotish resources refer to all those aspects of astrology that are useful in daily life.",web,https://appliedjyotish.com/about-us,0,Best Indian Astrology Website - Free Astrology Tools & Resources | AppliedJyotish,,,https://appliedjyotish.com/about-us,appliedjyotish.com,,,False,539,0,"{""block_type"": ""web""}"
f2bac578da6c96ac,"AppliedJyotish Free Astrological resources & tools
                    The AppliedJyotish website has been specially designed to cater to the needs of both laypeople, those who are completely new to astrology, and those who practice this science at a professional level. The tools, resources, and articles available on this website are provided completely free of cost. You can easily browse and use these resources through Google search. AppliedJyotish resources refer to all those aspects of astrology that are useful in daily life. For example, you can create a horoscope or Kundali for any person. It can be created completely free of cost and downloaded in PDF format. In addition, there is also the facility of pre-marriage horoscope matching or match making, which is available in  according to the local culture. Different panchang according to the calendar and local time are also available here, where you can see holidays, auspicious moments, etc. This website has numerous astrological calculators, such as Rashi Calculator, Janma Nakshatra Calculator, Kalsarpa Dosha Calculator, Shani Sade sati Calculator, etc. Keeping the common man in mind, AppliedJyotish has presented all these facilities online completely free of cost. For those who are interested in learning astrology, this website will publish astrology courses and numerous articles. Starting from a student to a common man and professional astrologer - everyone will benefit from this website and can further increase their knowledge. Our only goal is to make Indian Astrology accessible to every person in the world. AppliedJyotish Registed Office
                    AppliedJyotish is not just an online website or platform, it is a registered organization. This organization is located in Kolkata, West Bengal and its name is ""AppliedJyotish"". Apart from online services, this organization also has a registered office, whose address is: UPOHAR TOWN CENTER, First Floor, 2052, Budherhat Rd, near Kavi Subhash Metro Station, Chak Garia, Kolkata, West Bengal 700094. The phone number for contact is +91 7980918548. Our office is open from 9 am to 6 pm. Any person can come to the office with prior permission and give his opinion or feedback. The aim of AppliedJyotish is to bring astrology to the doorstep of the people and make it accessible to everyone.",web,https://appliedjyotish.com/about-us,1,Best Indian Astrology Website - Free Astrology Tools & Resources | AppliedJyotish,,,https://appliedjyotish.com/about-us,appliedjyotish.com,,,False,493,82,"{""block_type"": ""web""}"
d27d9a2472b03fba,"🌑 Upcoming Amavasya 🌑
Bhadra
(Saturday)
End Date & Time: 10 Oct, 2026, 09:20 PM (Saturday)
⏰ Coming up in: 19 days
Amavasya in September 2026
Sravana (Thursday)
End: 11 Sep, 2026, 08:57 AM
Amavasya in October 2026
Bhadra (Saturday)
End: 10 Oct, 2026, 09:20 PM
Amavasya in November 2026
Asvina (Sunday)
End: 09 Nov, 2026, 12:32 PM
Amavasya in October 2026
Bhadra (Saturday)
End: 10 Oct, 2026, 09:20 PM
Purnima Tithi is one of the most sacred and significant lunar days in the Hindu calendar. The term Purnima is derived from the Sanskrit words ""Purna"", meaning full, and ""Ma"", meaning Moon. It refers to the day when the Moon is in its complete, fully illuminated state, symbolizing fullness, prosperity, and spiritual illumination. Purnima Tithi occurs on the 15th day of the Shukla Paksha (the waxing phase of the Moon) in every lunar month. On this day, the Moon rises in its full glory, opposite the Sun, and is completely visible in the night sky. The energy of the Moon is at its peak, and according to Vedic beliefs, the Moon significantly influences the mind, emotions, and spiritual consciousness of human beings. Therefore, Purnima is considered an ideal day for spiritual practices, meditation, and performing religious rituals.",web,https://appliedjyotish.com/amavasya-tithi-date-time,0,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,368,0,"{""block_type"": ""web""}"
b7d42f6bc40f9a52,"Purnima Tithi occurs on the 15th day of the Shukla Paksha (the waxing phase of the Moon) in every lunar month. On this day, the Moon rises in its full glory, opposite the Sun, and is completely visible in the night sky. The energy of the Moon is at its peak, and according to Vedic beliefs, the Moon significantly influences the mind, emotions, and spiritual consciousness of human beings. Therefore, Purnima is considered an ideal day for spiritual practices, meditation, and performing religious rituals.",web,https://appliedjyotish.com/amavasya-tithi-date-time,1,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,113,82,"{""block_type"": ""web""}"
1d0fd38334470e5f,"On this day, the Moon rises in its full glory, opposite the Sun, and is completely visible in the night sky. The energy of the Moon is at its peak, and according to Vedic beliefs, the Moon significantly influences the mind, emotions, and spiritual consciousness of human beings. Therefore, Purnima is considered an ideal day for spiritual practices, meditation, and performing religious rituals.",web,https://appliedjyotish.com/amavasya-tithi-date-time,2,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,79,82,"{""block_type"": ""web""}"
2ae2e74eb4b5051d,"The energy of the Moon is at its peak, and according to Vedic beliefs, the Moon significantly influences the mind, emotions, and spiritual consciousness of human beings. Therefore, Purnima is considered an ideal day for spiritual practices, meditation, and performing religious rituals.",web,https://appliedjyotish.com/amavasya-tithi-date-time,3,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,54,82,"{""block_type"": ""web""}"
feefbc00e11167d3,"Therefore, Purnima is considered an ideal day for spiritual practices, meditation, and performing religious rituals.",web,https://appliedjyotish.com/amavasya-tithi-date-time,4,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,21,82,"{""block_type"": ""web""}"
e45d87c6f5986499,"Amabassa tithi in 2026-01-18 05:30:00 (Pusya Amabassa) from 2026-01-18 00:04:27 to 2026-01-19 01:21:59; Amabassa tithi in 2026-02-17 05:30:00 (Magha Amabassa) from 2026-02-16 17:34:35 to 2026-02-17 17:31:09; Amabassa tithi in 2026-03-18 05:30:00 (Phalguna Amabassa) from 2026-03-18 08:25:54 to 2026-03-19 06:53:29; Amabassa tithi in 2026-04-17 05:30:00 (Chaitra Amabassa) from 2026-04-16 20:11:52 to 2026-04-17 17:21:48; Amabassa tithi in 2026-05-16 05:30:00 (Vaisakha Amabassa) from 2026-05-16 05:11:36 to 2026-05-17 01:31:03; Amabassa tithi in 2026-06-14 05:30:00 (Jyaistha Amabassa) from 2026-06-13 12:20:14 to 2026-06-15 08:24:10; Amabassa tithi in 2026-07-14 05:30:00 (Jyaistha Amabassa) from 2026-07-13 18:50:00 to 2026-07-14 15:13:37; Amabassa tithi in 2026-08-12 05:30:00 (Asadha Amabassa) from 2026-08-12 01:53:44 to 2026-08-12 23:06:45; Amabassa tithi in 2026-09-10 05:30:00 (Sravana Amabassa) from 2026-09-09 12:31:19 to 2026-09-11 08:57:00; Amabassa tithi in 2026-10-10 05:30:00 (Bhadra Amabassa) from 2026-10-09 21:36:18 to 2026-10-10 21:20:05; Amabassa tithi in 2026-11-08 05:30:00 (Asvina Amabassa) from 2026-11-08 11:28:23 to 2026-11-09 12:32:07; Amabassa tithi in 2026-12-08 05:30:00 (Kartika Amabassa) from 2026-12-08 04:13:04 to 2026-12-09 06:21:51 .
| Amavasya Names | Amavasya Date With Start Time | Amavasya Date With End Time | 
| Amavasya tithi in January, 2026 (Pusya Amavasya) | 18 Jan, 2026, 12:04 AM | 19 Jan, 2026, 01:21 AM | 
| Amavasya tithi in February, 2026 (Magha Amavasya) | 16 Feb, 2026, 05:34 PM | 17 Feb, 2026, 05:31 PM | 
| Amavasya tithi in March, 2026 (Phalguna Amavasya) | 18 Mar, 2026, 08:25 AM | 19 Mar, 2026, 06:53 AM | 
| Amavasya tithi in April, 2026 (Chaitra Amavasya) | 16 Apr, 2026, 08:11 PM | 17 Apr, 2026, 05:21 PM | 
| Amavasya tithi in May, 2026 (Vaisakha Amavasya) | 16 May, 2026, 05:11 AM | 17 May, 2026, 01:31 AM | 
| Amavasya tithi in June, 2026 (Jyaistha Amavasya) | 13 Jun, 2026, 12:20 PM | 15 Jun, 2026, 08:24 AM | 
| Amavasya tithi in July, 2026 (Jyaistha Amavasya) | 13 Jul, 2026, 06:50 PM | 14 Jul, 2026, 03:13 PM | 
| Amavasya tithi in August, 2026 (Asadha Amavasya) | 12 Aug, 2026, 01:53 AM | 12 Aug, 2026, 11:06 PM | 
| Amavasya tithi in September, 2026 (Sravana Amavasya) | 09 Sep, 2026, 12:31 PM | 11 Sep, 2026, 08:57 AM | 
| Amavasya tithi in October, 2026 (Bhadra Amavasya) | 09 Oct, 2026, 09:36 PM | 10 Oct, 2026, 09:20 PM | 
| Amavasya tithi in November, 2026 (Asvina Amavasya) | 08 Nov, 2026, 11:28 AM | 09 Nov, 2026, 12:32 PM | 
| Amavasya tithi in December, 2026 (Kartika Amavasya) | 08 Dec, 2026, 04:13 AM | 09 Dec, 2026, 06:21 AM | 
About Amavasya idates Tabley
amavasyas Data or Chogadia is used for checking auspicious time to start new work.",web,https://appliedjyotish.com/amavasya-tithi-date-time,5,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,1379,82,"{""block_type"": ""web""}"
5f1fd5be571ac4a8,"Traditionally amavasyas Data is used for travel muhurthas but due to its simplicity, it is used for any muhurtha. There are four good amavasyas Data: Amrit, Shubh, Labh, and Char, to start an auspicious work. Three bad amavasyas Data: Rog, Kaal, and Udveg, should be avoided. The time between sunrise and sunset is called day amavasyas Data, and the time between sunset and next day sunrise is called night amavasyas Data. About Vaar Vela, Kaal Vela, and Kaal Ratri
It is believed that no auspicious work should be done during Vaar Vela, Kaal Vela, and Kaal Ratri. Vaar Vela and Kaal Vela prevail during daytime while Kaal Ratri prevails during night time. It is believed that all Manglik works done during these timings are not fruitful. Why amavasyas Data Name? In Hindu division of the day, the time between Sunrise to Sunset is divided into 30 Ghati. For amavasyas Data Muhurta, the same time duration is divided into 8 parts, which results in 8 amavasyas Data Muhurta during the daytime as well as during the night time. As each amavasyas Data Muhurta approximates to 4 Ghati, it is known as amavasyas Data i.e., amavasyas Data = Cho (four) + Ghadiya (Ghati). amavasyas Data Muhurta is also known as Chaturshtika Muhurta. What if auspicious Choghadiya overlaps with Rahu Kala? It is quite possible that auspicious Choghadiya might overlap with Rahu Kala. Rahu Kala is considered highly malefic. In South India, it is given utmost importance while selecting any Muhurta. Although many authoritative works on Muhurta don't have reference to Rahu Kala, it is always better to abandon that auspicious Choghadiya Muhurta which overlaps with Rahu Kala. What if auspicious Choghadiya overlaps with Vara, Kala, and Ratri Vela? It is quite possible that auspicious Choghadiya might overlap with Vara Vela, Kala Vela, and Kala Ratri. While selecting Choghadiya Muhurta, the adverse time of Vara Vela, Kala Vela, and Kala Ratri should be rejected.",web,https://appliedjyotish.com/amavasya-tithi-date-time,6,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,542,82,"{""block_type"": ""web""}"
ffa2197d16377dc2,"What if auspicious Choghadiya overlaps with Vara, Kala, and Ratri Vela? It is quite possible that auspicious Choghadiya might overlap with Vara Vela, Kala Vela, and Kala Ratri. While selecting Choghadiya Muhurta, the adverse time of Vara Vela, Kala Vela, and Kala Ratri should be rejected. It is believed that all Manglik works done during Vara Vela, Kala Vela, and Kala Ratri are not fruitful and don't give the desired results. How to mark Choghadiya Good or Bad? The first Muhurta on each weekday is ruled by the weekday lord. For example, on Sunday, the first Choghadiya Muhurta is ruled by the Sun, followed by Venus, Mercury, Moon, Saturn, Jupiter, and Mars respectively. The last Muhurta of the daytime is also ruled by the day lord. Hence, the effect of each division, either bad or good, is marked based on the nature of the ruling planet. In Vedic Astrology, the time period under the influence of Venus, Mercury, Moon, and Jupiter is usually considered auspicious, while the time period under the influence of Sun, Mars, and Saturn is usually considered inauspicious. Based on the above information, we can mark each Choghadiya Muhurta as bad or good. It should be noted that bad Choghadiya can also be appropriate depending on the desired work which needs to be accomplished. Udveg Choghadiya
The Sun is considered a malefic planet in Vedic astrology. Hence, the time under its influence is usually considered inauspicious and marked as Udveg. However, for government-related work, Udveg Choghadiya is considered good. Char Choghadiya
Venus is considered a benefic planet in Vedic astrology. Hence, the time under its influence is considered auspicious and marked as Char or Chanchal. Due to the moving nature of Venus, Char Choghadiya is considered most appropriate for travel purposes. Labh Choghadiya
Mercury is considered a benefic planet in Vedic astrology. Hence, the time under its influence is considered auspicious and marked as Labh. Labh Choghadiya is considered most appropriate to start education and to acquire new skills. Amrit Choghadiya
The Moon is usually considered a benefic planet in Vedic astrology. Hence, the time under its influence is considered auspicious and marked as Amrit.",web,https://appliedjyotish.com/amavasya-tithi-date-time,7,Amavasya Dates 2026 | Pournami Date Time - Purnima Tithi this Month,,,https://appliedjyotish.com/amavasya-tithi-date-time,appliedjyotish.com,,,False,539,82,"{""block_type"": ""web""}"
